iter	Passed	Remaining
384	154730	18889
385	155134	18487
386	155579	18090
387	156013	17692
388	156295	17276
389	156747	16880
390	157208	16484
391	157624	16084
392	158075	15686
393	158289	15266
394	158719	14867
395	158933	14448
396	159427	14055
397	159855	13655
398	160296	13257
399	160735	12858
400	161199	12461
401	161678	12065
402	162112	11665
403	162300	11248
404	162489	10832
405	162753	10422
406	163219	10025
407	163646	9626
408	163978	9221
409	164405	8821
410	164871	8424
411	165315	8025
412	165535	7615
413	165802	7208
414	166063	6802
415	166283	6395
416	166491	5988
417	166697	5583
418	166904	5178
419	167092	4774
420	167311	4371
421	167499	3969
422	167915	3572
423	168123	3172
424	168565	2776
425	168772	2377
426	168978	1978
427	169187	1581
428	169394	1184
429	169668	789
430	169886	394
431	170600	0
