iter	Passed	Remaining
0	456	196579
1	911	195953
2	1364	195164
3	1804	193090
4	2278	194586
5	2706	192192
6	3183	193295
7	3650	193453
8	4108	193120
9	4626	195255
10	5173	198003
11	5720	200213
12	6210	200158
13	6689	199729
14	7167	199261
15	7653	198991
16	8120	198237
17	8601	197839
18	9029	196268
19	9496	195628
20	9977	195283
21	10451	194776
22	10925	194276
23	11408	193938
24	11877	193364
25	12350	192852
26	12851	192779
27	13336	192433
28	13822	192088
29	14288	191461
30	14826	191783
31	15330	191630
32	15787	190889
33	16275	190524
34	16764	190154
35	17291	190208
36	17704	189006
37	18147	188163
38	18613	187568
39	19027	186470
40	19488	185851
41	19984	185570
42	20452	185021
43	20891	184227
44	21362	183718
45	21828	183166
46	22320	182840
47	22823	182589
48	23284	182001
49	23759	181523
50	24213	180892
51	24720	180646
52	25170	179994
53	25614	179301
54	26124	179073
55	26599	178593
56	27048	177953
57	27487	177246
58	27976	176868
59	28473	176538
60	28973	176217
61	29417	175557
62	29909	175181
63	30418	174907
64	30916	174557
65	31377	174004
66	31834	173425
67	32298	172892
68	32806	172592
69	33259	171997
70	33768	171695
71	34265	171328
72	34733	170814
73	35215	170364
74	35687	169874
75	36167	169417
76	36656	168998
77	37116	168452
78	37626	168127
79	38133	167788
80	38647	167471
81	39115	166955
82	39582	166437
83	40009	165753
84	40476	165239
85	40961	164798
86	41411	164219
87	41872	163684
88	42334	163153
89	42813	162689
90	43262	162114
91	43743	161659
92	44200	161118
93	44678	160653
94	45150	160166
95	45613	159648
96	46090	159179
97	46559	158682
98	47051	158262
99	47483	157645
100	47928	157074
101	48392	156562
102	48836	155993
103	49282	155428
104	49732	154882
105	50172	154305
106	50649	153842
107	51113	153340
108	51575	152832
109	52065	152410
110	52545	151954
111	53000	151429
112	53437	150855
113	53886	150315
114	54418	150004
115	54953	149699
116	55455	149302
117	55897	148744
118	56388	148316
119	56879	147887
120	57327	147344
121	57749	146741
122	58174	146145
123	58642	145659
124	59091	145129
125	59520	144549
126	59984	144057
127	60469	143614
128	60892	143027
129	61329	142472
130	61788	141972
131	62267	141516
132	62746	141062
133	63210	140571
134	63701	140143
135	64205	139740
136	64677	139269
137	65149	138796
138	65618	138319
139	66124	137917
140	66636	137526
141	67083	137001
142	67535	136487
143	68005	136010
144	68448	135481
145	68943	135052
146	69423	134596
147	69943	134216
148	70427	133765
149	70884	133263
150	71127	132363
151	71649	131985
152	72118	131510
153	72340	130588
154	72813	130124
155	73293	129673
156	73753	129186
157	74261	128782
158	74721	128294
159	74944	127406
160	75183	126550
161	75649	126081
162	76125	125630
163	76583	125149
164	77118	124792
165	77570	124300
166	78054	123858
167	78523	123393
168	78986	122919
169	79445	122440
170	79922	121986
171	80393	121524
172	80863	121061
173	81333	120597
174	81775	120092
175	82222	119595
176	82673	119105
177	83164	118672
178	83599	118160
179	84063	117689
180	84554	117255
181	85018	116783
182	85481	116310
183	85955	115853
184	86433	115399
185	86915	114952
186	87366	114464
187	87807	113962
188	88029	113180
189	88501	112722
190	88716	111940
191	88912	111140
192	89112	110352
193	89318	109575
194	89774	109110
195	89980	108344
196	90178	107573
197	90371	106803
198	90567	106041
199	91066	105636
200	91577	105246
201	91785	104507
202	92017	103803
203	92224	103074
204	92698	102647
205	92921	101943
206	93367	101486
207	93788	101003
208	94223	100535
209	94416	99811
210	94907	99405
211	95354	98952
212	95781	98480
213	96243	98041
214	96674	97574
215	97165	97165
216	97594	96695
217	98035	96237
218	98461	95763
219	98910	95313
220	99369	94873
221	99803	94409
222	100257	93963
223	100714	93520
224	101152	93060
225	101597	92606
226	102027	92139
227	102503	91713
228	102947	91259
229	103388	90802
230	103880	90389
231	104361	89966
232	104833	89535
233	105307	89106
234	105745	88645
235	106243	88236
236	106748	87831
237	107191	87374
238	107620	86907
239	108108	86486
240	108561	86038
241	109038	85608
242	109488	85157
243	109959	84722
244	110396	84261
245	110842	83807
246	111281	83348
247	111735	82900
248	112165	82434
249	112602	81974
250	113071	81537
251	113568	81120
252	114049	80690
253	114517	80252
254	115028	79843
255	115489	79399
256	115934	78943
257	116418	78514
258	116916	78094
259	117374	77647
260	117838	77204
261	118291	76753
262	118773	76322
263	119221	75868
264	119732	75453
265	120035	74909
266	120475	74450
267	120913	73991
268	121333	73521
269	121767	73060
270	122200	72598
271	122634	72137
272	123127	71711
273	123463	71194
274	123897	70734
275	124353	70286
276	124831	69851
277	125154	69330
278	125563	68857
279	125996	68397
